state_id,true_label,true_violation,pred_label,pred_violation,correct,violation_correct,elapsed_s,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,content_trace,reasoning_trace
test_000012,LEGAL,,ILLEGAL,transition_break,0,,15.18,stop,30305,534,512,artifacts/gpt55_n50_findv_traces/test_000012.content.txt,
test_000013,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,12.8,stop,30305,534,512,artifacts/gpt55_n50_findv_traces/test_000013.content.txt,
test_000014,LEGAL,,ILLEGAL,transition_break,0,,16.18,stop,32604,534,512,artifacts/gpt55_n50_findv_traces/test_000014.content.txt,
test_000015,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,21.04,stop,32605,534,512,artifacts/gpt55_n50_findv_traces/test_000015.content.txt,
test_000016,LEGAL,,ILLEGAL,transition_break,0,,16.52,stop,33860,680,652,artifacts/gpt55_n50_findv_traces/test_000016.content.txt,
test_000017,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,28.27,stop,33895,388,366,artifacts/gpt55_n50_findv_traces/test_000017.content.txt,
test_000018,LEGAL,,ILLEGAL,transition_break,0,,41.75,stop,32468,1412,1378,artifacts/gpt55_n50_findv_traces/test_000018.content.txt,
test_000019,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,6.65,stop,32469,241,219,artifacts/gpt55_n50_findv_traces/test_000019.content.txt,
test_000020,LEGAL,,ILLEGAL,transition_break,0,,11.22,stop,30440,534,512,artifacts/gpt55_n50_findv_traces/test_000020.content.txt,
test_000021,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,13.48,stop,30440,330,308,artifacts/gpt55_n50_findv_traces/test_000021.content.txt,
test_000022,LEGAL,,ILLEGAL,transition_break,0,,3.71,stop,31093,175,153,artifacts/gpt55_n50_findv_traces/test_000022.content.txt,
test_000023,ILLEGAL,cardinality_break,ILLEGAL,transition_break,1,0,12.16,stop,31093,534,512,artifacts/gpt55_n50_findv_traces/test_000023.content.txt,
test_000024,LEGAL,,ILLEGAL,transition_break,0,,12.97,stop,32552,373,351,artifacts/gpt55_n50_findv_traces/test_000024.content.txt,
test_000025,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,26.44,stop,32552,534,512,artifacts/gpt55_n50_findv_traces/test_000025.content.txt,
test_000026,LEGAL,,ILLEGAL,transition_break,0,,22.3,stop,31340,1221,1187,artifacts/gpt55_n50_findv_traces/test_000026.content.txt,
test_000027,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,88.21,stop,31377,5715,5631,artifacts/gpt55_n50_findv_traces/test_000027.content.txt,
test_000028,LEGAL,,ILLEGAL,transition_break,0,,16.52,stop,38163,1052,1024,artifacts/gpt55_n50_findv_traces/test_000028.content.txt,
test_000029,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,8.39,stop,38163,301,279,artifacts/gpt55_n50_findv_traces/test_000029.content.txt,
test_000030,LEGAL,,ILLEGAL,transition_break,0,,3.53,stop,31418,175,153,artifacts/gpt55_n50_findv_traces/test_000030.content.txt,
test_000031,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,10.54,stop,31452,534,512,artifacts/gpt55_n50_findv_traces/test_000031.content.txt,
test_000032,LEGAL,,ILLEGAL,transition_break,0,,4.72,stop,33031,183,161,artifacts/gpt55_n50_findv_traces/test_000032.content.txt,
test_000033,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,25.29,stop,33031,1533,1498,artifacts/gpt55_n50_findv_traces/test_000033.content.txt,
test_000034,LEGAL,,ILLEGAL,transition_break,0,,5.34,stop,33617,272,250,artifacts/gpt55_n50_findv_traces/test_000034.content.txt,
test_000035,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,5.46,stop,33618,290,268,artifacts/gpt55_n50_findv_traces/test_000035.content.txt,
test_000036,LEGAL,,ILLEGAL,transition_break,0,,19.91,stop,32907,1052,1025,artifacts/gpt55_n50_findv_traces/test_000036.content.txt,
test_000037,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,11.78,stop,32944,661,633,artifacts/gpt55_n50_findv_traces/test_000037.content.txt,
test_000038,LEGAL,,ILLEGAL,transition_break,0,,17.23,stop,31804,1052,1024,artifacts/gpt55_n50_findv_traces/test_000038.content.txt,
test_000039,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,21.8,stop,31834,1357,1322,artifacts/gpt55_n50_findv_traces/test_000039.content.txt,
test_000040,LEGAL,,ILLEGAL,transition_break,0,,20.62,stop,31999,534,512,artifacts/gpt55_n50_findv_traces/test_000040.content.txt,
test_000041,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,5.84,stop,31999,177,155,artifacts/gpt55_n50_findv_traces/test_000041.content.txt,
test_000042,LEGAL,,ILLEGAL,transition_break,0,,19.49,stop,32731,1216,1182,artifacts/gpt55_n50_findv_traces/test_000042.content.txt,
test_000043,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,8.95,stop,32765,534,512,artifacts/gpt55_n50_findv_traces/test_000043.content.txt,
test_000044,LEGAL,,ILLEGAL,transition_break,0,,19.02,stop,33150,1225,1191,artifacts/gpt55_n50_findv_traces/test_000044.content.txt,
test_000045,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,4.07,stop,33151,174,152,artifacts/gpt55_n50_findv_traces/test_000045.content.txt,
test_000046,LEGAL,,ILLEGAL,transition_break,0,,9.53,stop,29030,534,512,artifacts/gpt55_n50_findv_traces/test_000046.content.txt,
test_000047,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,52.69,stop,29030,3590,3531,artifacts/gpt55_n50_findv_traces/test_000047.content.txt,
test_000048,LEGAL,,ILLEGAL,transition_break,0,,10.32,stop,32800,534,512,artifacts/gpt55_n50_findv_traces/test_000048.content.txt,
test_000049,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,33.58,stop,32800,2089,2048,artifacts/gpt55_n50_findv_traces/test_000049.content.txt,
test_000050,LEGAL,,ILLEGAL,transition_break,0,,9.45,stop,30042,534,512,artifacts/gpt55_n50_findv_traces/test_000050.content.txt,
test_000051,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,85.13,stop,30040,5174,5095,artifacts/gpt55_n50_findv_traces/test_000051.content.txt,
test_000052,LEGAL,,ILLEGAL,transition_break,0,,9.16,stop,30289,534,512,artifacts/gpt55_n50_findv_traces/test_000052.content.txt,
test_000053,ILLEGAL,cardinality_break,ILLEGAL,transition_break,1,0,7.65,stop,30289,388,366,artifacts/gpt55_n50_findv_traces/test_000053.content.txt,
test_000054,LEGAL,,ILLEGAL,transition_break,0,,10.14,stop,32313,534,512,artifacts/gpt55_n50_findv_traces/test_000054.content.txt,
test_000055,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,9.73,stop,32348,534,512,artifacts/gpt55_n50_findv_traces/test_000055.content.txt,
test_000056,LEGAL,,ILLEGAL,transition_break,0,,9.14,stop,36025,529,507,artifacts/gpt55_n50_findv_traces/test_000056.content.txt,
test_000057,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,48.33,stop,36062,3125,3070,artifacts/gpt55_n50_findv_traces/test_000057.content.txt,
test_000058,LEGAL,,ILLEGAL,transition_break,0,,20.37,stop,29392,534,512,artifacts/gpt55_n50_findv_traces/test_000058.content.txt,
test_000059,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,6.2,stop,29392,335,313,artifacts/gpt55_n50_findv_traces/test_000059.content.txt,
test_000060,LEGAL,,ILLEGAL,transition_break,0,,39.15,stop,29864,2388,2342,artifacts/gpt55_n50_findv_traces/test_000060.content.txt,
test_000061,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,15.55,stop,29864,1046,1018,artifacts/gpt55_n50_findv_traces/test_000061.content.txt,
test_000062,LEGAL,,ILLEGAL,transition_break,0,,9.14,stop,35558,534,512,artifacts/gpt55_n50_findv_traces/test_000062.content.txt,
test_000063,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,11.47,stop,35558,482,460,artifacts/gpt55_n50_findv_traces/test_000063.content.txt,
test_000064,LEGAL,,ILLEGAL,transition_break,0,,26.61,stop,32786,481,459,artifacts/gpt55_n50_findv_traces/test_000064.content.txt,
test_000065,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,45.65,stop,32820,1530,1497,artifacts/gpt55_n50_findv_traces/test_000065.content.txt,
test_000066,LEGAL,,ILLEGAL,transition_break,0,,10.27,stop,26675,534,512,artifacts/gpt55_n50_findv_traces/test_000066.content.txt,
test_000067,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,8.54,stop,26675,501,479,artifacts/gpt55_n50_findv_traces/test_000067.content.txt,
test_000068,LEGAL,,ILLEGAL,transition_break,0,,19.38,stop,34510,1052,1024,artifacts/gpt55_n50_findv_traces/test_000068.content.txt,
test_000069,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,78.25,stop,34511,5197,5121,artifacts/gpt55_n50_findv_traces/test_000069.content.txt,
test_000070,LEGAL,,ILLEGAL,transition_break,0,,7.05,stop,33338,365,343,artifacts/gpt55_n50_findv_traces/test_000070.content.txt,
test_000071,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,18.37,stop,33338,1052,1023,artifacts/gpt55_n50_findv_traces/test_000071.content.txt,
test_000072,LEGAL,,ILLEGAL,transition_break,0,,8.28,stop,31123,457,435,artifacts/gpt55_n50_findv_traces/test_000072.content.txt,
test_000073,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,17.48,stop,31153,1250,1216,artifacts/gpt55_n50_findv_traces/test_000073.content.txt,
test_000074,LEGAL,,ILLEGAL,transition_break,0,,7.82,stop,29025,394,372,artifacts/gpt55_n50_findv_traces/test_000074.content.txt,
test_000075,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,19.56,stop,29025,1265,1232,artifacts/gpt55_n50_findv_traces/test_000075.content.txt,
test_000076,LEGAL,,ILLEGAL,transition_break,0,,24.66,stop,33936,1554,1520,artifacts/gpt55_n50_findv_traces/test_000076.content.txt,
test_000077,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,17.78,stop,33968,1052,1024,artifacts/gpt55_n50_findv_traces/test_000077.content.txt,
test_000078,LEGAL,,ILLEGAL,transition_break,0,,9.39,stop,29749,534,512,artifacts/gpt55_n50_findv_traces/test_000078.content.txt,
test_000079,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,5.16,stop,29749,215,193,artifacts/gpt55_n50_findv_traces/test_000079.content.txt,
test_000080,LEGAL,,ILLEGAL,transition_break,0,,11.64,stop,32494,534,512,artifacts/gpt55_n50_findv_traces/test_000080.content.txt,
test_000081,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,9.05,stop,32526,534,512,artifacts/gpt55_n50_findv_traces/test_000081.content.txt,
test_000082,LEGAL,,ILLEGAL,transition_break,0,,8.25,stop,32586,160,138,artifacts/gpt55_n50_findv_traces/test_000082.content.txt,
test_000083,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,15.8,stop,32624,534,512,artifacts/gpt55_n50_findv_traces/test_000083.content.txt,
test_000084,LEGAL,,ILLEGAL,transition_break,0,,9.44,stop,34265,534,512,artifacts/gpt55_n50_findv_traces/test_000084.content.txt,
test_000085,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,65.02,stop,34265,4679,4608,artifacts/gpt55_n50_findv_traces/test_000085.content.txt,
test_000086,LEGAL,,ILLEGAL,transition_break,0,,14.25,stop,34715,909,881,artifacts/gpt55_n50_findv_traces/test_000086.content.txt,
test_000087,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,16.93,stop,34749,426,404,artifacts/gpt55_n50_findv_traces/test_000087.content.txt,
test_000088,LEGAL,,ILLEGAL,transition_break,0,,12.67,stop,32044,534,512,artifacts/gpt55_n50_findv_traces/test_000088.content.txt,
test_000089,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,14.86,stop,32044,360,338,artifacts/gpt55_n50_findv_traces/test_000089.content.txt,
test_000090,LEGAL,,ILLEGAL,transition_break,0,,25.7,stop,28860,1231,1197,artifacts/gpt55_n50_findv_traces/test_000090.content.txt,
test_000091,ILLEGAL,cardinality_break,ILLEGAL,transition_break,1,0,20.45,stop,28859,477,455,artifacts/gpt55_n50_findv_traces/test_000091.content.txt,
test_000092,LEGAL,,ILLEGAL,transition_break,0,,32.51,stop,28424,1305,1271,artifacts/gpt55_n50_findv_traces/test_000092.content.txt,
test_000093,ILLEGAL,cardinality_break,ILLEGAL,transition_break,1,0,6.05,stop,28424,267,245,artifacts/gpt55_n50_findv_traces/test_000093.content.txt,
test_000094,LEGAL,,ILLEGAL,transition_break,0,,17.75,stop,27566,1052,1024,artifacts/gpt55_n50_findv_traces/test_000094.content.txt,
test_000095,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,8.46,stop,27595,511,489,artifacts/gpt55_n50_findv_traces/test_000095.content.txt,
test_000096,LEGAL,,ILLEGAL,transition_break,0,,9.56,stop,31348,534,512,artifacts/gpt55_n50_findv_traces/test_000096.content.txt,
test_000097,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,9.46,stop,31348,534,512,artifacts/gpt55_n50_findv_traces/test_000097.content.txt,
test_000098,LEGAL,,ILLEGAL,transition_break,0,,11.05,stop,27742,249,227,artifacts/gpt55_n50_findv_traces/test_000098.content.txt,
test_000099,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,3.29,stop,27743,148,126,artifacts/gpt55_n50_findv_traces/test_000099.content.txt,
