state_id,true_label,true_violation,pred_label,pred_violation,correct,violation_correct,elapsed_s,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,content_trace,reasoning_trace
test_000017,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000017.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000017.reasoning.txt
test_000018,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000018.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000018.reasoning.txt
test_000019,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000019.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000019.reasoning.txt
test_000020,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000020.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000020.reasoning.txt
test_000021,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000021.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000021.reasoning.txt
test_000022,LEGAL,,LEGAL,,1,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000022.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000022.reasoning.txt
test_000023,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000023.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000023.reasoning.txt
test_000024,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000024.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000024.reasoning.txt
test_000025,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000025.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000025.reasoning.txt
test_000026,LEGAL,,PARSE_ERROR,,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000026.content.txt,
test_000027,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000027.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000027.reasoning.txt
test_000028,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000028.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000028.reasoning.txt
test_000029,ILLEGAL,transition_break,ILLEGAL,cardinality_break,1,0,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000029.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000029.reasoning.txt
test_000030,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000030.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000030.reasoning.txt
test_000031,ILLEGAL,derivation_break,PARSE_ERROR,,0,0,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000031.content.txt,
test_000032,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000032.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000032.reasoning.txt
test_000033,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000033.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000033.reasoning.txt
test_000034,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000034.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000034.reasoning.txt
test_000035,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000035.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000035.reasoning.txt
test_000036,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000036.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000036.reasoning.txt
test_000037,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000037.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000037.reasoning.txt
test_000038,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000038.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000038.reasoning.txt
test_000039,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000039.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000039.reasoning.txt
test_000040,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000040.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000040.reasoning.txt
test_000041,ILLEGAL,fk_break,PARSE_ERROR,,0,0,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000041.content.txt,
test_000042,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000042.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000042.reasoning.txt
test_000043,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000043.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000043.reasoning.txt
test_000044,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000044.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000044.reasoning.txt
test_000045,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000045.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000045.reasoning.txt
test_000046,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000046.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000046.reasoning.txt
test_000047,ILLEGAL,cardinality_break,PARSE_ERROR,,0,0,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000047.content.txt,
test_000048,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n50_128k_findv_traces/test_000048.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000048.reasoning.txt
test_000049,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,136.63,stop,32786,16685,16668,artifacts/kimi_n50_128k_findv_traces/test_000049.content.txt,artifacts/kimi_n50_128k_findv_traces/test_000049.reasoning.txt
