state_id,true_label,true_violation,pred_label,pred_violation,correct,violation_correct,elapsed_s,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,content_trace,reasoning_trace
test_000036,LEGAL,,EMPTY_RESPONSE,,0,,183.3,length,32939,32768,32771,,artifacts/kimi_n50_verify_traces/test_000036.reasoning.txt
test_000038,LEGAL,,EMPTY_RESPONSE,,0,,546.03,length,31836,32768,32770,,artifacts/kimi_n50_verify_traces/test_000038.reasoning.txt
test_000040,LEGAL,,EMPTY_RESPONSE,,0,,232.22,length,32031,32768,32771,,artifacts/kimi_n50_verify_traces/test_000040.reasoning.txt
test_000042,LEGAL,,LEGAL,,1,,268.38,stop,32763,29817,29811,artifacts/kimi_n50_verify_traces/test_000042.content.txt,artifacts/kimi_n50_verify_traces/test_000042.reasoning.txt
test_000044,LEGAL,,ILLEGAL,transition_break,0,,208.8,stop,33182,24929,24913,artifacts/kimi_n50_verify_traces/test_000044.content.txt,artifacts/kimi_n50_verify_traces/test_000044.reasoning.txt
test_000046,LEGAL,,ILLEGAL,derivation_break,0,,258.27,stop,29062,30890,30873,artifacts/kimi_n50_verify_traces/test_000046.content.txt,artifacts/kimi_n50_verify_traces/test_000046.reasoning.txt
test_000048,LEGAL,,ILLEGAL,cardinality_break,0,,86.82,stop,32832,11680,11663,artifacts/kimi_n50_verify_traces/test_000048.content.txt,artifacts/kimi_n50_verify_traces/test_000048.reasoning.txt
test_000050,LEGAL,,ILLEGAL,cardinality_break,0,,105.21,stop,30074,16493,16476,artifacts/kimi_n50_verify_traces/test_000050.content.txt,artifacts/kimi_n50_verify_traces/test_000050.reasoning.txt
test_000052,LEGAL,,EMPTY_RESPONSE,,0,,306.19,length,30321,32768,32768,,artifacts/kimi_n50_verify_traces/test_000052.reasoning.txt
test_000054,LEGAL,,EMPTY_RESPONSE,,0,,245.77,length,32345,32768,32771,,artifacts/kimi_n50_verify_traces/test_000054.reasoning.txt
test_000056,LEGAL,,EMPTY_RESPONSE,,0,,287.49,length,36057,32768,32770,,artifacts/kimi_n50_verify_traces/test_000056.reasoning.txt
test_000058,LEGAL,,ILLEGAL,transition_break,0,,121.86,stop,29424,15662,15646,artifacts/kimi_n50_verify_traces/test_000058.content.txt,artifacts/kimi_n50_verify_traces/test_000058.reasoning.txt
test_000060,LEGAL,,EMPTY_RESPONSE,,0,,240.64,length,29896,32768,32768,,artifacts/kimi_n50_verify_traces/test_000060.reasoning.txt
test_000062,LEGAL,,EMPTY_RESPONSE,,0,,265.92,length,35590,32768,32770,,artifacts/kimi_n50_verify_traces/test_000062.reasoning.txt
test_000064,LEGAL,,ILLEGAL,transition_break,0,,178.04,stop,32818,19185,19169,artifacts/kimi_n50_verify_traces/test_000064.content.txt,artifacts/kimi_n50_verify_traces/test_000064.reasoning.txt
test_000066,LEGAL,,ILLEGAL,transition_break,0,,188.88,stop,26707,19959,19943,artifacts/kimi_n50_verify_traces/test_000066.content.txt,artifacts/kimi_n50_verify_traces/test_000066.reasoning.txt
test_000068,LEGAL,,EMPTY_RESPONSE,,0,,326.35,length,34542,32768,32768,,artifacts/kimi_n50_verify_traces/test_000068.reasoning.txt
test_000070,LEGAL,,EMPTY_RESPONSE,,0,,251.71,length,33370,32768,32770,,artifacts/kimi_n50_verify_traces/test_000070.reasoning.txt
test_000072,LEGAL,,EMPTY_RESPONSE,,0,,382.56,length,31155,32768,32769,,artifacts/kimi_n50_verify_traces/test_000072.reasoning.txt
test_000074,LEGAL,,EMPTY_RESPONSE,,0,,207.52,length,29057,32768,32770,,artifacts/kimi_n50_verify_traces/test_000074.reasoning.txt
test_000076,LEGAL,,EMPTY_RESPONSE,,0,,260.79,length,33968,32768,32771,,artifacts/kimi_n50_verify_traces/test_000076.reasoning.txt
test_000078,LEGAL,,EMPTY_RESPONSE,,0,,286.98,length,29781,32768,32771,,artifacts/kimi_n50_verify_traces/test_000078.reasoning.txt
test_000080,LEGAL,,EMPTY_RESPONSE,,0,,258.06,length,32526,32768,32770,,artifacts/kimi_n50_verify_traces/test_000080.reasoning.txt
test_000082,LEGAL,,EMPTY_RESPONSE,,0,,370.32,length,32618,32768,32768,,artifacts/kimi_n50_verify_traces/test_000082.reasoning.txt
test_000084,LEGAL,,EMPTY_RESPONSE,,0,,402.65,length,34297,32768,32769,,artifacts/kimi_n50_verify_traces/test_000084.reasoning.txt
test_000086,LEGAL,,EMPTY_RESPONSE,,0,,242.66,length,34747,32768,32769,,artifacts/kimi_n50_verify_traces/test_000086.reasoning.txt
test_000088,LEGAL,,LEGAL,,1,,335.77,stop,32076,31761,31754,artifacts/kimi_n50_verify_traces/test_000088.content.txt,artifacts/kimi_n50_verify_traces/test_000088.reasoning.txt
test_000090,LEGAL,,ILLEGAL,transition_break,0,,208.88,stop,28892,24663,24647,artifacts/kimi_n50_verify_traces/test_000090.content.txt,artifacts/kimi_n50_verify_traces/test_000090.reasoning.txt
test_000092,LEGAL,,ILLEGAL,transition_break,0,,362.07,stop,28456,22562,22549,artifacts/kimi_n50_verify_traces/test_000092.content.txt,artifacts/kimi_n50_verify_traces/test_000092.reasoning.txt
test_000094,LEGAL,,ILLEGAL,transition_break,0,,326.7,stop,27598,24777,24761,artifacts/kimi_n50_verify_traces/test_000094.content.txt,artifacts/kimi_n50_verify_traces/test_000094.reasoning.txt
test_000096,LEGAL,,ILLEGAL,transition_break,0,,347.88,stop,31380,30550,30537,artifacts/kimi_n50_verify_traces/test_000096.content.txt,artifacts/kimi_n50_verify_traces/test_000096.reasoning.txt
test_000098,LEGAL,,LEGAL,,1,,224.62,stop,27774,23317,23310,artifacts/kimi_n50_verify_traces/test_000098.content.txt,artifacts/kimi_n50_verify_traces/test_000098.reasoning.txt
