state_id,true_label,true_violation,pred_label,pred_violation,correct,violation_correct,elapsed_s,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,content_trace,reasoning_trace
test_000026,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000026.reasoning.txt
test_000027,ILLEGAL,derivation_break,ILLEGAL,cardinality_break,1,0,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000027.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000027.reasoning.txt
test_000028,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000028.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000028.reasoning.txt
test_000029,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000029.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000029.reasoning.txt
test_000030,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000030.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000030.reasoning.txt
test_000031,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000031.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000031.reasoning.txt
test_000032,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000032.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000032.reasoning.txt
test_000033,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000033.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000033.reasoning.txt
test_000034,LEGAL,,LEGAL,,1,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000034.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000034.reasoning.txt
test_000035,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000035.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000035.reasoning.txt
test_000036,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000036.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000036.reasoning.txt
test_000037,ILLEGAL,derivation_break,EMPTY_RESPONSE,,0,0,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000037.reasoning.txt
test_000038,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000038.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000038.reasoning.txt
test_000039,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000039.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000039.reasoning.txt
test_000040,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000040.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000040.reasoning.txt
test_000041,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000041.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000041.reasoning.txt
test_000042,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000042.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000042.reasoning.txt
test_000043,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000043.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000043.reasoning.txt
test_000044,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000044.reasoning.txt
test_000045,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000045.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000045.reasoning.txt
test_000046,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000046.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000046.reasoning.txt
test_000047,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000047.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000047.reasoning.txt
test_000048,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000048.reasoning.txt
test_000049,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000049.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000049.reasoning.txt
test_000050,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000050.reasoning.txt
test_000051,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000051.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000051.reasoning.txt
test_000052,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000052.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000052.reasoning.txt
test_000053,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000053.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000053.reasoning.txt
test_000054,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000054.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000054.reasoning.txt
test_000055,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000055.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000055.reasoning.txt
test_000056,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000056.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000056.reasoning.txt
test_000057,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000057.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000057.reasoning.txt
test_000058,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000058.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000058.reasoning.txt
test_000059,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000059.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000059.reasoning.txt
test_000060,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000060.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000060.reasoning.txt
test_000061,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000061.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000061.reasoning.txt
test_000062,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000062.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000062.reasoning.txt
test_000063,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000063.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000063.reasoning.txt
test_000064,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000064.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000064.reasoning.txt
test_000065,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000065.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000065.reasoning.txt
test_000066,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000066.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000066.reasoning.txt
test_000067,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000067.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000067.reasoning.txt
test_000068,LEGAL,,ILLEGAL,fk_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000068.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000068.reasoning.txt
test_000069,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000069.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000069.reasoning.txt
test_000070,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000070.reasoning.txt
test_000071,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000071.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000071.reasoning.txt
test_000072,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000072.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000072.reasoning.txt
test_000073,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000073.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000073.reasoning.txt
test_000074,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000074.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000074.reasoning.txt
test_000075,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000075.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000075.reasoning.txt
test_000076,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000076.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000076.reasoning.txt
test_000077,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000077.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000077.reasoning.txt
test_000078,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000078.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000078.reasoning.txt
test_000079,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000079.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000079.reasoning.txt
test_000080,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000080.reasoning.txt
test_000081,ILLEGAL,derivation_break,EMPTY_RESPONSE,,0,0,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000081.reasoning.txt
test_000082,LEGAL,,ILLEGAL,derivation_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000082.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000082.reasoning.txt
test_000083,ILLEGAL,derivation_break,EMPTY_RESPONSE,,0,0,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000083.reasoning.txt
test_000084,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000084.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000084.reasoning.txt
test_000085,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000085.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000085.reasoning.txt
test_000086,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000086.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000086.reasoning.txt
test_000087,ILLEGAL,derivation_break,ILLEGAL,transition_break,1,0,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000087.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000087.reasoning.txt
test_000088,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000088.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000088.reasoning.txt
test_000089,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000089.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000089.reasoning.txt
test_000090,LEGAL,,EMPTY_RESPONSE,,0,,,resumed,,,,,artifacts/kimi_n100_findv_azure_traces/test_000090.reasoning.txt
test_000091,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000091.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000091.reasoning.txt
test_000092,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000092.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000092.reasoning.txt
test_000093,ILLEGAL,cardinality_break,ILLEGAL,cardinality_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000093.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000093.reasoning.txt
test_000094,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000094.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000094.reasoning.txt
test_000095,ILLEGAL,derivation_break,ILLEGAL,derivation_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000095.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000095.reasoning.txt
test_000096,LEGAL,,ILLEGAL,transition_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000096.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000096.reasoning.txt
test_000097,ILLEGAL,transition_break,ILLEGAL,transition_break,1,1,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000097.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000097.reasoning.txt
test_000098,LEGAL,,ILLEGAL,cardinality_break,0,,,resumed,,,,artifacts/kimi_n100_findv_azure_traces/test_000098.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000098.reasoning.txt
test_000099,ILLEGAL,fk_break,ILLEGAL,fk_break,1,1,14.1,stop,27729,2489,0,artifacts/kimi_n100_findv_azure_traces/test_000099.content.txt,artifacts/kimi_n100_findv_azure_traces/test_000099.reasoning.txt
